INDEX,WKSPN,ENGINE,ACTION,DESCRIPTION,MATERIALSBaht
1683,GEBL02M91B,MS9001B,Option,"Perform Hot isostatic Press for GTD111 / Inconel 738 (optional customer requirement, or through material analysis)","1,386,345.79"
1684,GEBL02M91B,MS9001B,Option,Apply MCrAlY coating to external aerofoil surfaces,"223,208.93"
1685,GEBL02M91B,MS9001B,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,579.42"
1686,GEBL02M91B,MS9001B,Option,HF Clean and Transient Phase Restoration of aerofoil TMF crack,"92,747.04"
1687,GEBL02M91B,MS9001B,Option,Perform Cutter Tooth modification,"4,414.90"
1689,GEBL02M91B,MS9001B,Option,Modification of the Z-Notch radius,"6,974.85"
1690,GEBL02M91B,MS9001B,Option,Perform bucket engagement rectification,"9,297.63"
1691,GEBL03M91B,MS9001B,Option,Destructive Testing life time analysis,"154,008.00"
1692,GEBL03M91B,MS9001B,Option,"Perform Hot isostatic Press for Inconel 738 / CM247LC / U500 (optional customer requirement, or through material analysis)","1,386,366.33"
1693,GEBL03M91B,MS9001B,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"297,748.80"
1694,GEBL03M91B,MS9001B,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,579.42"
1695,GEBL03M91B,MS9001B,Option,Perform Cutter Tooth modification,"4,414.90"
1696,GEBL03M91B,MS9001B,Option,Cut back of LE edge (part of the TIL reversal),"5,160.98"
1697,GESB01M91B,MS9001B,Option/Coating,Apply TBC Abradable coating to Seal Face Surface,"170,401.30"
1698,GESB01M91B,MS9001B,Option/Coating,Apply Corrosion Resistant coating to Seal Face surface,"35,935.20"
1699,GESB01M91B,MS9001B,Option,Weld Plug Pin of old Dowel holes,"15,914.16"
1701,GESB02M91B,MS9001B,Additional,Replace Seal Fins,"26,489.38"
1702,GESB02M91B,MS9001B,Option/Coating,Apply Corrosion Resistant coating to Seal Face surface,"61,716.14"
1703,GESB02M91B,MS9001B,Option,Install vacuum brazed honeycomb to seal areas,"67,489.73"
1704,GESB02M91B,MS9001B,Option,Weld Plug Pin of old Dowel holes,"15,914.16"
1705,GESB03M91B,MS9001B,Additional,Replace Seal Fins,"17,659.58"
1706,GESB03M91B,MS9001B,Option,Install vacuum brazed honeycomb to seal areas,"69,854.61"
1707,GESB03M91B,MS9001B,Option/Coating,Apply Corrosion Resistant coating to Seal Face surface,"72,934.77"
1708,GESB03M91B,MS9001B,Option,Weld Plug Pin of old Dowel holes,"10,609.44"
1709,GENZ01M91B,MS9001B,Additional,Trailing Edge Coupon Replacement,"66,223.44"
1711,GENZ01M91B,MS9001B,Additional,Replace Core Plugs,"13,244.69"
1712,GENZ01M91B,MS9001B,Option/Coating,Apply MCrAlY bond (APS) & Partial TBC to gaspath surface (option to full TBC to reduce discharge pressure effect),"198,499.20"
1713,GENZ01M91B,MS9001B,Option/Coating,Modify nozzle harmonics & apply MCrAlY bond (APS) & full TBC coating if upgraded from none coated segment,"249,048.05"
1714,GENZ01M91B,MS9001B,Option/Coating,Apply MCrAlY bond (APS) & full TBC (based on as received condition or customer requirements),"205,344.00"
1715,GENZ01M91B,MS9001B,Option/Coating,Apply MCrAlY (APS) coating to gaspath surface,"140,318.40"
1716,GENZ02M91B,MS9001B,Additional,Replace Forward Discourager Seal,"5,270.50"
1717,GENZ02M91B,MS9001B,Additional,Replace Aft Discourager Seal,"5,270.50"
1718,GENZ02M91B,MS9001B,Additional,Replace Dog Bone Seals,"188,266.22"
1719,GENZ02M91B,MS9001B,Additional,Replace Core Plugs,"13,586.93"
1720,GENZ02M91B,MS9001B,Additional,Replace Brush Seals (OEM),"1,095,168.00"
1721,GENZ02M91B,MS9001B,Option,Downstream Deflection rectification,"51,472.90"
1722,GENZ02M91B,MS9001B,Option/Coating,Apply Aluminide coating to gaspath surfaces (based on customer scope / or required based on base material type),"14,579.42"
1725,GEBH00M91B,MS9001B,Additional,Apply L605 shields to Forks,"2,532.58"
1726,GEBH00M91B,MS9001B,Option,Apply Chrome Carbide coating to Forks,"13,313.14"
1727,GECL00M91B,MS9001B,Additional,Replace Hula Skirt,"8,590.22"
1728,GECL00M91B,MS9001B,Additional,Replace Cross Fire Collars,"1,437.41"
1729,GECL00M91B,MS9001B,Additional,Replace Liner Stop (material FSX414),"1,882.32"
1730,GECL00M91B,MS9001B,Additional,Replace End Ring,"8,829.79"
1731,GECL00M91B,MS9001B,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"121,221.41"
1732,GECL00M91B,MS9001B,Option/Coating,Apply Class C TBC to internal surfaces (based on customer requirements or as received condition),"153,665.76"
1733,GECL00M91B,MS9001B,Option/Coating,"Apply Chrome Carbide coating to Fuel Nozzle Bore (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","3,798.86"
1734,GECL00M91B,MS9001B,Option/Coating,"Apply Chrome Carbide coating to Crossfire Collar (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","4,449.12"
1735,GECL00M91B,MS9001B,Option/Coating,"Apply Chrome Carbide coating to Hula Skirt (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","8,114.51"
1736,GECL00M91B,MS9001B,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,715.41"
1738,GECL00M91B,MS9001B,Additional,Replace dilution holes washer,"1,105.44"
1739,GECL00M91B,MS9001B,Additional,Replace dilution holes air flower,551.01
1740,GECL00M91B,MS9001B,Additional,Replace dilution hole collar,"1,437.41"
1741,GECP00M91B,MS9001B,Option/Coating,Apply Chrome Carbide coating to Forks,"9,684.02"
1742,GECT00M91B,MS9001B,Additional,Replace Ends Tube,650.26
1743,GECT00M91B,MS9001B,Option/Coating,"Apply Chrome Carbide coating to Tube Ends (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","13,313.14"
1744,GETP00M91B,MS9001B,Additional,Replace Picture Frame Wear Strip-inner,"2,772.14"
1745,GETP00M91B,MS9001B,Additional,Replace Picture Frame Wear Strip-outer,"3,319.73"
1746,GETP00M91B,MS9001B,Additional,Replace Picture Frame Wear Strip-side,"1,642.75"
1747,GETP00M91B,MS9001B,Additional,Replace H Blocks,"4,312.22"
1748,GETP00M91B,MS9001B,Additional,Replace Std. Floating Seals-inner,"15,400.80"
1749,GETP00M91B,MS9001B,Additional,Replace Std. Floating Seals-outer,"16,085.28"
1752,GETP00M91B,MS9001B,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"187,650.19"
1753,GETP00M91B,MS9001B,Option/Coating,Apply Class C TBC to internal surfaces (based on customer requirements or as received condition),"203,393.23"
1754,GETP00M91B,MS9001B,Option/Coating,Apply Chrome Carbide coating to Inlet End,"14,823.78"
1755,GETP00M91B,MS9001B,Option/Coating,Apply Chrome Carbide coating to Support Lug,"4,449.12"
1756,GETP00M91B,MS9001B,Option/Coating,Apply Chrome Carbide coating to H Blocks,"8,247.98"
1760,GEFD00M91B,MS9001B,Additional,Replace Swirler Tip,"49,624.80"
1761,GEFD00M91B,MS9001B,Option/Coating,Apply Chrome Carbide coating to Swirler Plate,"30,870.05"
1762,GEFD00M91B,MS9001B,Additional,Replace Transition Piece,"31,789.65"
1763,GEFD00M91B,MS9001B,Additional,Replace Air Ring,"15,014.41"
1764,GEFD00M91B,MS9001B,Additional,Replace Transition Piece Seal,"2,649.62"
1765,GEFD00M91B,MS9001B,Additional,Replace Air Cone,"29,535.31"
1766,GEFS00M91B,MS9001B,Additional,Replace Liner Stop (Carbon steel),"2,604.45"
1767,GEFS00M91B,MS9001B,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,715.41"
1768,GEFS00M91B,MS9001B,Option,Apply L605 shields to Liner Stops,"1,642.75"
1769,GEFS00M91B,MS9001B,Additional,Replace Liner Stop (L605 Material),"8,367.77"
1771,GENZ03M91B,MS9001B,Additional,Replace Forward Discourager Seal,"6,879.02"
1772,GENZ03M91B,MS9001B,Additional,Replace Aft Discourager Seal,"6,879.02"
1773,GENZ03M91B,MS9001B,Additional,Replace Dog Bone Seals,"128,956.03"
1774,GENZ03M91B,MS9001B,Option,Downstream Deflection rectification,"57,188.30"
1775,GENZ03M91B,MS9001B,Option/Coating,Apply Aluminide coating to gaspath surfaces (based on customer scope / or required based on base material type),"29,193.07"
1776,GEFD00M91B,,Additional,Locking plate,855.6
1777,GENZ01M91B,,Additional,Replace L seal,"11,259.70"
1778,GENZ01M91B,,Additional,Replace inner cover plate,"3,437.80"
1779,GENZ02M91B,,Additional,Replace Aft side cooling tube,684.48
1780,GENZ02M91B,,Additional,Replace Cooling Tube (long tube),"3,422.40"
1781,PSMCR00M7EA,,Option/Coating,Apply Hardface coating to Forks,"9,685.39"
1782,WSTCB00W251B8,,Additional,Replace scoop #2,"2,395.68"
1783,WSTCB00W251B8,,Additional,Replace scoop #6,"6,502.56"
1784,WSTCB00W251B8,,Additional,Replace J clip,"7,350.97"
1785,WSTCB00W251B8,,Additional,Replace crossfire tube,"3,764.64"
1786,WSTNZ03W251B8,,Additional,Circumference seals -Inner,0
1787,WSTNZ03W251B8,,Additional,Circumference seals -Outer,0
1788,WSTNZ03W251B8,,Additional,LE -vertical seals (dog bone type),0
1789,WSTNZ03W251B8,,Additional,TE -vertical seals (dog bone type),0
1790,GEFN00M501,,Additional,Replace Air Cap,"19,387.21"
1791,GEFN00M501,,Additional,Replace Transition Piece Seal,"1,922.70"
1792,GEFN00M501,,Additional,Replace pilot seal,752.93
1793,GEFN00M501,,Additional,Replace Locking Ring,552.03
1794,GEFN00M501,,Additional,Replace Transition Piece assembly,"34,610.39"
1795,GEFN00M501,,Option/Coating,Apply Chrome Carbide coating to Swirler Plate,0
1796,GENZ02M501,,Additional,Inner packing ring,"25,028.01"
1797,GENZ02M501,,Additional,Inner packing ring shim,"3,927.20"
1798,GENZ02M501,,Additional,Insulation packing seals,"82,548.97"
1799,GENZ02M501,,Additional,Inner packing ring spring,"2,983.65"
1800,GENZ02M501,,Additional,Thermocouple short,"6,688.40"
1801,GENZ02M501,,Additional,Thermocouple long,"6,688.05"
1802,GENZ02M501,,Additional,Tube short,"2,116.41"
1803,GENZ02M501,,Additional,Tube long,"2,677.34"
1804,GENZ02M501,,Additional,Key retaining,0
1805,GENZ02M501,,Additional,Inner packing ring screw 3/8 inch -16UNC,273.79
1806,GETP00M501,,Option/Coating,Apply Chrome Carbide coating to Support Lug,"5,133.60"
1807,GETP00M501,,Option/Coating,Apply Chrome carbide coating to outer seal,"5,133.60"
1808,GETP00M501,,Option/Coating,Apply Chrome carbide coating to inner picture frame,"5,133.60"
1809,GETP00M501,,Additional,Supply L605 side wear resistant strip,"1,848.10"
1810,GETP00M51P,,Option/Coating,Apply Chrome Carbide coating to Support Lug,"5,133.60"
1811,GETP00M51P,,Option/Coating,Apply Chrome carbide coating to outer seal,"5,133.60"
1812,GETP00M51P,,Option/Coating,Apply Chrome carbide coating to inner picture frame,"5,133.60"
1813,GETP00M51P,,Additional,Supply L605 side wear resistant strip,"1,848.10"
1814,GENA01M51P,,Additional,L seal,"5,578.51"
1815,GECL01M61B,,Additional,Replace Center bore of swirler,"3,232.80"
1816,GECR00M61B,,Option/Coating,Apply chrome carbide coating to contract area,"5,133.60"
1817,GENZ02M61B,,Additional,Replace Cooling Tube,684.48
1818,GESB01M61B,,Additional,Replace cooling insert cover plate,"1,416.87"
1819,GECL02M7EA,,Additional,Replace Floating collar retainer,684.48
1820,GECL02M7EA,,Additional,Replace Center bore of swirler,"3,232.80"
1821,GECR00M7EA,,Option/Coating,Apply chrome carbide coating to contract area,"9,685.39"
1822,GEFS01M7EA,,Additional,Replace Spring seal,"12,868.22"
1823,GEFS00M7EA,,Additional,Replace Spring seal,"12,868.22"
1824,GENZ02M7EA,,Additional,Replace Cooling Tube,684.48
1825,GETP00M7EA,,Option,Blunt Ends modification on Floating seals,0
1826,GETP00M91E,,Additional,Replace Inner Floating seals-Cloth seal type,"29,090.40"
1827,GETP00M91E,,Additional,Replace Outer Floating seals-Cloth seal type,"30,801.60"
1828,GENZ02M91E,,Additional,Replace Cooling Tube,684.48
1271,WSTBL03W251B8,W251B8,Option/Coating,Apply Aluminide diffusion coating,"166,883.07"
